object_id,amplitude,ls_time,ls_wave,rise_time,fade_time,fwhm,rise_fade_ratio,compactness,rise_slope,tde_power_law_error,template_chisq_tde,linear_decay_slope,mean_color_gr,std_color_gr,mean_color_gr_pre,color_slope_gr_pre,blue_energy_fraction,total_radiated_energy_proxy,color_monotonicity,negative_flux_fraction,percentile_ratio_20_50,percentile_ratio_80_max,rise_fireball_error,pre_peak_var,reduced_chi_square,fade_shape_correlation,baseline_ratio,color_cooling_rate,color_slope_gr,ug_peak,gr_peak,ur_peak,flux_ratio_ug,flux_ratio_gr,flux_kurtosis,flux_skew,robust_duration,duty_cycle,redshift,redshift_err,rest_rise_time,rest_fade_time,rest_fwhm,absolute_magnitude_proxy,total_radiated_energy,log_tde_error
Dornhoth_anwar_melethron,1.3454517166275726,225.77042474697654,9612.33740228579,213.33243131313066,152.38030808081385,304.76061616161314,1.3999999999999426,332.5244625519459,0.006306831588361313,0.04159767970075882,0.07773373709479448,-0.3845114507490457,-0.35026320728810934,0.07074854261232903,-0.17245663081907278,-0.01764119952202121,0.6492749938492084,4845.349039411484,0.0,0.07065217391304347,0.6418177064162663,0.3317484330077497,0.022430986085696495,0.022430986085696488,0.7775374352044521,-0.44276323978058557,-0.022177005176653514,-0.14410280142063195,-0.03672319363047259,-0.11531409137723804,-0.2409271348504152,-0.35624122622765325,1.112053385397435,1.2484491383246719,3.437010715771928,0.3593969166609603,1151.6408200000005,0.3817007493312932,1.198,,97.0575210705781,69.32680076470147,138.65360152939633,-0.7162662083162097,6965.678624406987,-1.3809308830016687
Dornhoth_certh_iaun,1.0598588139904221,14.654619223928757,3194.8768245252772,22.879487878788495,22.879487878788495,45.75897575757699,1.0,43.561170829412525,0.04632353746750661,0.008513636100069194,10.0,0.0,0.5746799360674743,0.12742241357488562,0.41181805829924684,0.2058990352000124,0.34330889037839607,819.0839756991346,0.0,0.00625,0.10855021856463569,0.04624117812654299,0.0024799238648263635,0.0024799238648263635,0.23426361647808527,-0.13712309496973799,0.000130872751505078,-0.3050342225214834,-0.07659717067215226,0.8680402455683554,0.7939958677172027,1.662036113285558,0.44955610705483917,0.481284253619043,9.10771511898436,2.6442287998993312,32.82345999999961,0.0144911504473614,0.4052,,16.282015285218115,16.282015285218115,32.56403057043623,1.8931803650524766,135.14757821935513,-2.06988486588033
Dornhoth_drafn_celon,3.464241715882929,25.150694494985128,42499.08790164543,34.755983838382235,34.755983838382235,52.13397575757699,1.0,39.6455231743647,0.09967324567740324,0.005898716232077276,0.29866351516069,0.0,0.03817653618559467,0.051988026950994845,1.9645170502887663,-1.8890479874495718,0.49237703183826964,2774.6838184044877,0.0,0.0,0.17452934423452315,0.037308943370997896,0.00521501751048986,0.00521501751048986,0.48957549777814946,-0.2570730337130343,-0.00013034824273204775,0.006996695729190294,0.030430119129085727,0.004368664246391301,0.0031533102974394592,0.007521974543830759,0.995984395720043,0.9970999073032092,17.604727045545953,4.209821134799776,56.40720000000147,0.03278685475394126,0.2748,,27.263871853139502,27.263871853139502,40.89580777971211,1.4480082230468845,211.0581004445811,-2.229242422188524
Dornhoth_fervain_onodrim,5.187217466959991,16.330397926708486,9616.797397503917,25.338826262624934,12.669413131312467,38.0082393939374,2.0,8.650169936984911,0.20471419682967706,0.012233162348420984,10.0,0.0,0.3433615690746209,0.11829153590863298,0.2842039524305974,-0.11562838252309914,0.28642626649197744,949.3594915015397,0.0,0.3076923076923077,0.2428358855587604,0.1890715741322795,0.00745397601512056,0.007453976015120562,0.11908360012380292,-0.4643644445758732,-0.05686626377751357,0.10737126773482741,0.08234624071693247,0.19214345802969293,0.20435321588234245,0.3964966739120354,0.8378043612621965,0.8284355242289247,13.563502523296641,3.5224528567878552,167.23625000000175,0.13333333067575043,3.049,,6.258045508181017,3.1290227540905087,9.387068262271525,-4.208835335669578,8831.416669693072,-1.9124612251288
Dornhoth_galadh_ylf,1.4309788421400111,38.85780689458744,5738.879748906736,23.86016161616135,23.86016161616135,47.7203232323227,1.0,206.67650823619442,0.05997356032872625,0.07935630294935687,10.0,0.0,1.3221112375992994,0.5688930291282567,0.4388149945140524,0.1984223967528699,0.3450091171597741,1590.5414484438727,0.0,0.0,0.3061399153462662,0.2979882207409702,0.025431104217153326,0.025431104217153323,0.46620960483983315,-0.03437511027492253,0.0422736584350347,0.3570112975455917,0.37723672004407016,0.8175482073268385,0.7565837074261712,1.5741319147530097,0.47095641519055925,0.4981573208475643,26.053357695515086,4.247869888209199,90.3781999999992,0.03826089386137045,0.4324,,16.657471108741518,16.657471108741518,33.314942217483036,1.426472433808349,298.760243671666,-1.1004185678168235
Dornhoth_gwend_nagol,0.7951765677868559,16.550014510116412,2999.0401577466196,24.9388626262662,49.877725252525124,74.81658787879132,0.5000000000000729,53.72873493946858,0.031885037409418865,0.004513466330143447,0.18742267341360053,0.0,0.5743780897429748,0.1832218876665395,0.3414127017613654,0.10323570741061694,0.3745129864676275,606.4872014077185,0.0,0.0,0.020208190766256587,0.04876462859177864,0.0008051863725084884,0.0008051863725084884,0.41737851275943266,-0.3051269163673394,-0.0035165511211536576,0.28312045727976204,0.07847605646751249,0.6420443466256821,0.32001146290481347,0.9620558095304955,0.5535823836466259,0.7447241112717445,6.506112938914288,1.9840692112894542,66.13691999999719,0.026787496566349392,0.4061,,17.736194172723277,35.47238834544138,53.20858251816466,2.2003355535647375,100.51337254905378,-2.3454896967491092
Dornhoth_hervenn_tathar,1.1983912686195235,523.9531510458253,15267.823771328427,0.0,151.6985292929312,132.73621313131298,0.0,678.3594343446852,1.1983912686195235,0.195853627033214,0.1221659649882639,0.0,-0.30906145779547967,0.10210519516347617,-0.17402913623662664,0.0,0.6549469583511882,3372.9496739140905,0.0,0.0,0.2818295738140147,0.7277066384238221,10.0,0.0,0.835518705600419,0.11277442498647745,0.4349429664865889,-0.1279476045362285,-0.07187551239875696,-0.08923344934161538,-0.17402913623662664,-0.2632625855782422,1.0856588569235692,1.1738474328030162,0.6558230281923181,0.37872147730278316,1825.6291799999963,0.9724918955421027,0.998,,0.0,75.9251898363019,66.43454110676325,-0.1943240314622849,3366.2071475159364,-0.7080683790805717
Dornhoth_inias_gond,1.4332173130785097,716.057462905577,13053.990098652108,468.4049575757599,825.2849252525266,1137.5548969696974,0.5675675675675694,917.1974019308658,0.003059782544779537,0.4283492881217287,10.0,-0.09892250096049378,0.4868455829037493,0.0915926358908503,0.33146316133274667,0.009712040438609043,0.30842087850285543,6725.0702646337095,0.0,0.0,0.6500993376914128,0.8179423297921443,0.004536749237284709,0.004536749237284709,0.5854137998681653,-0.1770132973031653,-0.044391089991803745,0.2841734460376809,0.020183690896217535,0.35678780527566156,0.3608300500267144,0.7176178553023759,0.7199210593922333,0.7172457441397043,-0.14950760501393967,0.5049007527239131,940.1085999999996,0.4257362620363011,0.6488,,284.0884022172246,500.53670866844163,689.9289768132566,0.5453213505888099,2839.5939375417483,-0.36820194950730806
Dornhoth_lavan_ank,1.6240838051917996,1296.831630462532,14098.10145072076,914.1177303030345,515.6561555555527,1289.140388888889,1.7727272727272907,1340.4713394939351,0.0017766680935653748,0.34888532398757843,0.25124751482736546,-0.2232526400804529,0.9509470955154349,0.15424714399798078,0.6477301634463719,0.07843384142716038,0.21013901146076988,5519.1628650754665,0.0,0.0,0.675544683577909,0.8692699031792828,0.01022628180377042,0.010226281803770419,0.9098361812366893,-0.28188531573567166,0.11267576692357777,0.14568363790218142,0.10696492042042714,1.0456854009990433,0.7669993326127967,1.81268473361184,0.38170323404718154,0.49340127447488347,1.7147242579689301,1.0424209639321091,1806.1694599999973,0.7783694362742218,2.013,,303.39121483671903,171.14376221558337,427.85940553896086,-2.046818420434153,22386.80633666764,-0.45731729770853247
Dornhoth_rist_lalaith,4.149333507503214,235.17514825332688,9202.997118115172,193.98215151514887,116.38929090909369,271.57501212121133,1.6666666666666041,213.29389788335635,0.021390285008665733,0.5102631612796763,10.0,-0.023585314086847827,0.3400700815038441,0.01794118763018911,0.3405926384200403,-0.022335627708899432,0.4154352028938525,6656.16026514572,0.0,0.47619047619047616,0.1317568521486335,0.8240957401019661,0.03369393210285215,0.03369393210285215,0.5550305027375395,-0.9606184723217027,0.4912871867324413,0.027656808862913995,-0.005868804801035993,0.6230081521973104,0.33040195393324645,0.9534101061305568,0.5633739207694658,0.7376310987645395,0.5855703958576677,1.3100497705670822,1216.4706499999957,0.6334388100790065,0.2716,,152.54966303487643,91.52979782092929,213.56952824882927,1.2774248846176492,494.62432798477994,-0.29220578380600115
